, date_time, v1_40m_avg, v1_40m_max, v1_40m_min, v1_40m_std, v2_30m_avg, v2_30m_max, v2_30m_min, v2_30m_std, v3_20m_avg, v3_20m_max, v3_20m_min, v3_20m_std, dir1_40m_avg, dir1_40m_std, dir2_30m_avg, dir2_30m_std
1722, 18.05.2009 10:10,3.2,4.92,1.13,0.69,3.11,4.9,1.1,0.7,2.88,4.54,0.37,0.74,324.77,25.31,323.21,27.72
1723, 18.05.2009 10:20,2.93,4.92,0.37,1.04,2.98,5.66,0.72,1.12,2.81,5.3,0.37,1.12,341.37,16.18,339.51,13.53
1724, 18.05.2009 10:30,1.9,4.17,0.37,0.99,1.75,4.52,0.34,1.11,1.45,5.3,0.37,1.15,9.71,28.54,14.31,27.7
1725, 18.05.2009 10:40,2.51,4.54,0.37,1,2.36,4.52,0.34,0.91,2.15,4.92,0.37,0.89,346.73,24.94,351.39,24.25
1726, 18.05.2009 10:50,2.64,4.54,0.75,0.55,2.53,4.14,0.34,0.67,2.48,4.17,0.37,0.62,356.31,17.56,353.42,22
1727, 18.05.2009 11:00,2.27,5.68,0.37,1.17,2.13,4.9,0.34,1.15,2.09,4.54,0.37,1.17,359.43,39.43,5.57,45.09
1728, 18.05.2009 11:10,2.04,3.41,0.37,0.82,2.22,3.76,0.34,0.79,2.25,3.79,0.37,0.89,92.03,37.09,97.77,34.35
1729, 18.05.2009 11:20,2.25,4.54,0.37,1.12,2.04,4.52,0.34,1.18,1.98,4.17,0.37,1.05,32.53,28.82,32.12,30.59
1730, 18.05.2009 11:30,2.44,4.17,0.37,0.88,2.47,4.52,0.34,0.97,2.47,4.92,0.37,1.02,217.83,46.95,222.4,39.6
1731, 18.05.2009 11:40,2.53,4.17,0.37,0.68,2.45,4.14,0.34,0.74,2.47,3.79,0.37,0.71,224.34,16.43,223.42,15.63
1732, 18.05.2009 11:50,2.33,4.17,0.37,0.89,2.38,4.14,0.34,0.8,2.27,3.79,0.37,0.81,213.54,33.96,213.48,34.01
1733, 18.05.2009 12:00,3.27,4.92,1.51,0.65,3.32,4.9,1.86,0.6,3.34,5.3,1.89,0.58,192.15,15.41,194.89,13.44
1734, 18.05.2009 12:10,3.81,5.3,2.65,0.49,3.73,5.66,2.24,0.52,3.63,5.3,2.27,0.54,207.74,12.41,206.31,11.43
1735, 18.05.2009 12:20,4.46,6.82,3.03,0.68,4.46,6.8,2.62,0.69,4.43,6.82,2.65,0.81,227.43,13.58,225.9,13.96
1736, 18.05.2009 12:30,4.8,6.82,2.27,0.8,4.72,6.42,2.62,0.81,4.68,6.44,2.65,0.8,241.74,9.56,242.18,10.76
1737, 18.05.2009 12:40,4.09,6.44,2.65,0.6,4.02,5.66,1.86,0.63,4.02,6.06,1.89,0.68,217.43,11.13,216.15,11.41
1738, 18.05.2009 12:50,3.91,5.3,1.89,0.58,3.78,5.28,1.48,0.68,3.71,4.92,1.51,0.72,225.55,15.28,225.13,16.05
1739, 18.05.2009 13:00,3.2,4.92,1.51,0.71,2.99,4.9,1.48,0.71,2.87,4.92,1.13,0.75,245.16,10.99,246.95,12.77
1740, 18.05.2009 13:10,4,7.58,1.51,1.04,3.98,7.94,1.86,1.05,3.87,7.2,1.51,1.05,234.59,19.53,234.16,18.99
1741, 18.05.2009 13:20,4.09,5.68,2.65,0.56,4.03,5.66,2.62,0.63,3.92,5.68,2.65,0.64,252.95,10.06,251.72,11.44
1742, 18.05.2009 13:30,4.12,5.3,2.65,0.51,4.12,5.28,3,0.51,4,5.3,2.65,0.48,251.82,8.37,249.49,8.98
1743, 18.05.2009 13:40,4.02,5.68,2.27,0.62,4.02,5.28,2.24,0.69,3.84,5.3,1.89,0.7,247.47,5.63,246.16,7
1744, 18.05.2009 13:50,5.39,7.58,3.41,0.98,5.28,7.56,3,0.95,4.91,6.82,3.03,0.86,263.06,8.85,263.04,8.57
1745, 18.05.2009 14:00,5.26,7.58,3.41,0.77,5.11,7.18,3.38,0.77,4.66,6.06,2.65,0.71,270.38,9.02,271.22,9.84
1746, 18.05.2009 14:10,4.39,7.2,2.27,0.99,4.25,7.56,2.62,0.99,4.02,7.2,1.89,0.96,259,8.11,257.99,8.86
1747, 18.05.2009 14:20,2.33,4.17,0.37,0.83,1.96,3.76,0.34,0.78,1.54,4.17,0.37,0.89,264.25,17.56,264.32,17.74
1748, 18.05.2009 14:30,2.48,4.17,0.37,0.64,2.35,3.76,0.34,0.7,2.22,4.17,0.37,0.75,244.71,30.7,243.87,29.43
1749, 18.05.2009 14:40,2.33,4.54,0.37,0.71,2.16,4.52,0.34,0.9,1.98,4.54,0.37,0.87,271,24.9,270.55,23.42
1750, 18.05.2009 14:50,4.27,6.06,2.65,0.68,4.13,6.04,2.24,0.78,4.03,6.44,1.51,0.84,226.49,17.69,226.12,18.4
1751, 18.05.2009 15:00,3.37,5.68,0.37,1.09,3.14,5.28,0.34,1.12,3.05,5.3,0.37,1.08,247.56,14.81,246.3,18.28
1752, 18.05.2009 15:10,2.88,5.68,0.37,0.88,2.52,4.9,0.34,0.98,2.22,4.54,0.37,0.97,251.03,31.53,250.08,31.31
1753, 18.05.2009 15:20,3,4.92,1.51,0.67,2.71,4.9,0.72,0.69,2.48,5.68,0.37,0.81,257.65,16.52,255.81,18.58
1754, 18.05.2009 15:30,4.52,6.06,3.41,0.46,4.48,6.04,3.38,0.46,4.35,6.06,3.03,0.47,249.67,11.29,248.8,12.34
1755, 18.05.2009 15:40,3.95,6.06,2.27,0.66,3.82,5.66,2.24,0.75,3.77,5.68,1.89,0.74,243,11.34,241.66,11.71
1756, 18.05.2009 15:50,3.5,4.92,1.89,0.66,3.32,5.28,1.48,0.72,3.38,5.3,1.51,0.65,231.97,11.86,231.02,12.54
1757, 18.05.2009 16:00,5.3,7.96,2.27,1.39,5.16,8.32,2.62,1.41,5.05,7.58,2.27,1.24,241.74,15.42,239.81,15.93
1758, 18.05.2009 16:10,5.73,7.96,3.79,0.8,5.49,7.56,3,0.9,5.14,6.82,3.03,0.82,257.07,7.44,257.07,7.99
1759, 18.05.2009 16:20,4.82,6.44,3.41,0.6,4.68,6.42,3,0.63,4.29,6.44,3.03,0.67,260.65,7.14,259.93,7.31
1760, 18.05.2009 16:30,4.71,7.2,2.65,1.09,4.51,7.18,2.24,1.1,4.33,6.82,1.89,0.99,255.95,10.07,254.53,10.49
1761, 18.05.2009 16:40,5.02,6.82,3.41,0.7,4.82,7.94,3,0.78,4.42,6.44,2.27,0.75,254.57,8.36,254.27,8.74
1762, 18.05.2009 16:50,6.46,8.34,4.17,0.83,6.47,8.32,3.76,0.93,6.09,8.34,3.79,0.84,264.33,6.87,263.35,7.83
1763, 18.05.2009 17:00,5.78,7.2,3.79,0.64,5.6,7.56,3.76,0.74,5.14,7.2,3.03,0.72,273.87,8.59,274.7,9.72
1764, 18.05.2009 17:10,4.74,7.2,2.65,0.93,4.51,6.8,3,0.81,4.07,6.44,2.27,0.73,280.94,8.32,282.56,9.15
1765, 18.05.2009 17:20,4.01,6.06,2.27,0.81,3.81,6.04,1.86,0.81,3.42,5.3,1.51,0.87,282.7,11.03,285.46,12.4
1766, 18.05.2009 17:30,4.58,6.44,2.65,0.78,4.44,7.18,2.62,0.82,4.05,6.44,2.27,0.83,280.43,9.4,281.48,9.61
1767, 18.05.2009 17:40,4.86,6.82,3.03,0.69,4.59,6.8,2.62,0.85,3.96,6.44,1.89,0.9,285.76,9.73,286.25,9.2
1768, 18.05.2009 17:50,4.6,6.82,2.27,0.76,4.42,6.04,2.62,0.73,3.88,6.06,1.89,0.78,281.8,9.58,283.37,10.73
1769, 18.05.2009 18:00,4.56,7.58,2.65,0.92,4.37,7.18,2.62,0.83,3.73,6.06,1.51,0.9,279.32,9.32,282.78,9.99
1770, 18.05.2009 18:10,5.49,7.58,3.41,0.8,5.06,7.56,3,0.85,4.55,6.82,2.65,0.81,282.11,9.87,283.34,10.54
1771, 18.05.2009 18:20,4.84,6.82,3.41,0.76,4.58,7.18,2.62,0.84,3.9,6.82,1.89,0.84,279.04,8.58,280.99,9.98
1772, 18.05.2009 18:30,4.73,7.2,2.65,0.92,4.48,6.8,2.62,0.89,3.97,6.06,2.27,0.83,265.99,7.88,265.67,8.69
1773, 18.05.2009 18:40,2.06,5.68,0.37,1.26,1.69,4.9,0.34,1.25,1.52,4.17,0.37,1.06,290.15,57.75,297.85,60.26
1774, 18.05.2009 18:50,1.82,4.17,0.37,0.79,1.48,4.14,0.34,0.84,0.97,3.41,0.37,0.69,277.85,29.61,281.43,37.12
1775, 18.05.2009 19:00,2.09,3.79,0.37,0.75,1.74,3.38,0.34,0.81,1.23,3.03,0.37,0.71,275.63,40.69,272.98,40.51
1776, 18.05.2009 19:10,2.07,4.54,0.37,1.01,1.9,4.14,0.34,1.03,1.93,5.3,0.37,1.1,198.86,65.55,188.38,55.95
1777, 18.05.2009 19:20,1.55,4.17,0.37,0.97,1.26,3,0.34,0.87,0.97,3.03,0.37,0.8,256.28,46.64,247.37,47.43
1778, 18.05.2009 19:30,1.83,4.17,0.37,0.81,1.28,3.76,0.34,0.75,0.79,3.03,0.37,0.6,247.81,49.59,251.27,51.95
1779, 18.05.2009 19:40,1.4,3.41,0.37,0.88,1.21,3,0.34,0.77,0.74,2.65,0.37,0.54,290.13,43.66,302.97,51.63
1780, 18.05.2009 19:50,2.05,6.44,0.37,1.12,1.79,5.28,0.34,1.16,1.51,4.92,0.37,1.01,269.69,51.26,267.37,56.72
1781, 18.05.2009 20:00,2.26,5.3,0.37,1.19,2.11,5.66,0.34,1.22,1.58,4.54,0.37,1.02,232.45,40.08,235.49,41.16
1782, 18.05.2009 20:10,2.47,4.92,0.37,1.19,2.18,4.9,0.34,1.1,1.89,4.54,0.37,1.02,243.23,31.81,243.57,37.13
1783, 18.05.2009 20:20,3.33,7.96,0.37,1.58,2.94,7.56,0.34,1.78,2.64,8.34,0.37,2.02,243.7,36.26,241.44,38.04
1784, 18.05.2009 20:30,3.27,7.58,1.13,1.6,3.03,7.94,0.34,1.64,2.88,8.72,0.37,1.69,248.77,17.98,245.99,18.15
1785, 18.05.2009 20:40,2.31,4.92,0.37,1.07,1.9,4.52,0.34,1,1.58,4.92,0.37,1,240.09,39.13,232.47,33.63
1786, 18.05.2009 20:50,2.19,6.44,0.37,1.37,1.78,6.42,0.34,1.37,1.76,6.06,0.37,1.21,234.2,52.75,237.9,59.23
1787, 18.05.2009 21:00,3.69,7.96,0.37,1.45,3.45,9.46,0.34,1.72,3.23,7.96,0.37,1.93,186.55,26.01,183.16,21.95
1788, 18.05.2009 21:10,3.79,7.96,1.13,1.26,3.6,7.18,0.34,1.32,3.38,6.44,1.13,1.17,188.35,22.86,186.87,17.02
1789, 18.05.2009 21:20,4.23,6.82,0.37,1.16,4.09,7.56,0.34,1.24,4.05,6.82,1.51,1.18,191.88,27.98,190.45,22.14
1790, 18.05.2009 21:30,3.39,6.82,1.13,1.33,3.16,6.8,0.34,1.39,3.2,6.44,0.37,1.35,203.04,19.55,199.33,16.58
1791, 18.05.2009 21:40,3.41,4.92,1.89,0.72,3.34,5.28,1.48,0.75,3.47,5.68,1.13,0.88,208.08,13.04,203.56,12.45
1792, 18.05.2009 21:50,2.47,4.92,1.13,0.79,2.04,4.14,0.34,0.92,1.7,4.17,0.37,0.98,234.65,16.85,235.18,18.26
1793, 18.05.2009 22:00,2,3.79,0.37,0.53,1.38,3,0.34,0.66,1.19,3.03,0.37,0.79,202.97,20.16,203.94,23.58
1794, 18.05.2009 22:10,2.17,4.17,0.37,0.76,2.04,4.14,0.34,0.8,2,4.17,0.37,0.76,216.56,16.53,215.53,15.57
1795, 18.05.2009 22:20,2.37,3.79,1.13,0.52,1.89,3.76,0.34,0.58,1.75,3.41,0.37,0.51,197.85,13.46,197.96,12.4
1796, 18.05.2009 22:30,2.79,4.54,1.13,0.63,2.27,4.14,0.34,0.67,2.1,3.79,0.37,0.52,211.2,15.32,205.23,14.79
1797, 18.05.2009 22:40,3.43,4.54,1.89,0.52,3.09,4.52,1.48,0.6,2.97,4.92,1.51,0.57,202.57,8.53,197.53,7.6
1798, 18.05.2009 22:50,3.45,4.17,2.27,0.37,3.18,4.14,2.24,0.39,3.05,4.17,1.89,0.38,198.49,5.65,195.34,5.13
1799, 18.05.2009 23:00,2.63,3.79,1.51,0.41,2.11,3.38,0.34,0.52,1.78,3.03,0.37,0.48,211.73,7.66,209.36,6.87
1800, 18.05.2009 23:10,1.92,3.03,0.75,0.52,1.19,2.62,0.34,0.68,1.07,2.65,0.37,0.62,210.05,9.38,206.66,9.4
1801, 18.05.2009 23:20,2.08,3.03,1.13,0.39,1.44,2.62,0.34,0.5,1.37,2.27,0.37,0.47,218.25,6.14,212.79,6.64
1802, 18.05.2009 23:30,1.93,2.65,0.37,0.45,1.25,2.24,0.34,0.55,1.32,2.27,0.37,0.53,223.06,13.09,214.1,12.72
1803, 18.05.2009 23:40,2.72,3.79,1.51,0.56,2.21,3.38,0.72,0.67,1.99,3.41,0.37,0.68,229.19,11.59,225.31,13.87
1804, 18.05.2009 23:50,3.02,4.54,1.89,0.43,2.69,3.76,1.48,0.4,2.61,3.79,1.51,0.35,227.47,11.47,224.23,11.59
1805, 19.05.2009 00:00,2.9,4.17,1.89,0.42,2.54,3.76,1.1,0.41,2.58,3.79,1.51,0.37,205.73,15.03,201.39,14.78
1806, 19.05.2009 00:10,3.46,4.92,2.27,0.49,3,4.9,1.1,0.59,2.87,4.54,1.51,0.57,214.34,12.86,210.05,12.98
1807, 19.05.2009 00:20,1.4,3.41,0.37,1.11,1.16,3.76,0.34,1.01,1.24,3.79,0.37,1.05,236.89,14.8,232.31,17.6
1808, 19.05.2009 00:30,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,270.9,0.14,317.89,9.62
1809, 19.05.2009 00:40,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,270.9,0.15,20.52,39.52
1810, 19.05.2009 00:50,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,253.31,11.4,191.78,51.97
1811, 19.05.2009 01:00,0.74,3.03,0.37,0.57,0.56,2.62,0.34,0.46,0.72,3.03,0.37,0.58,334.23,40.14,3.44,50.04
1812, 19.05.2009 01:10,1.6,2.65,0.37,0.57,1.11,2.62,0.34,0.57,1.16,2.65,0.37,0.67,348.96,23.39,356.31,16.1
1813, 19.05.2009 01:20,0.61,2.27,0.37,0.45,0.36,1.48,0.34,0.12,0.5,1.51,0.37,0.3,337.4,17.58,355.9,19.31
1814, 19.05.2009 01:30,0.63,1.89,0.37,0.48,0.41,1.48,0.34,0.23,0.47,1.89,0.37,0.3,317.69,53.54,353.23,58.2
1815, 19.05.2009 01:40,1.22,3.03,0.37,0.75,0.6,2.62,0.34,0.56,0.72,3.41,0.37,0.68,250.2,15.91,245.66,19.73
1816, 19.05.2009 01:50,1.12,2.65,0.37,0.67,0.47,1.86,0.34,0.3,0.55,2.27,0.37,0.4,240.27,25.4,232.08,31.93
1817, 19.05.2009 02:00,1.11,3.03,0.37,0.69,0.58,2.24,0.34,0.44,0.69,2.27,0.37,0.57,226.52,20.97,218.76,23.21
1818, 19.05.2009 02:10,0.84,2.65,0.37,0.62,0.42,1.86,0.34,0.26,0.45,2.27,0.37,0.26,233.97,21.46,230.67,11.61
1819, 19.05.2009 02:20,0.43,1.51,0.37,0.2,0.34,0.34,0.34,0,0.37,0.37,0.37,0,231.84,43.39,235.14,25.37
1820, 19.05.2009 02:30,0.45,1.51,0.37,0.24,0.34,0.34,0.34,0,0.37,0.37,0.37,0,233.47,30.71,249.01,16.55
1821, 19.05.2009 02:40,1.61,3.79,0.37,0.74,1.02,3,0.34,0.67,1.17,2.65,0.37,0.72,196.76,13.07,202.55,21.35
1822, 19.05.2009 02:50,2.88,5.68,1.51,0.87,2.31,5.28,0.34,0.94,2.25,5.68,0.37,0.86,204.49,27.13,202.98,23.91
1823, 19.05.2009 03:00,2.8,3.79,1.89,0.43,2.42,3.76,1.1,0.48,2.31,3.41,0.37,0.5,166.76,13.45,164.49,11.58
1824, 19.05.2009 03:10,2.15,4.92,0.37,1.04,1.82,4.9,0.34,1.05,1.83,4.92,0.37,1,163.94,26.98,163.5,24.25
1825, 19.05.2009 03:20,2.19,5.3,0.37,1.15,1.78,5.66,0.34,1.06,1.83,5.68,0.37,1.08,167.88,12.9,167.49,15.32
1826, 19.05.2009 03:30,2.51,3.79,1.13,0.58,1.98,3.38,0.34,0.67,1.96,3.79,0.37,0.75,209.56,17.44,208.87,17.09
1827, 19.05.2009 03:40,2.29,4.92,0.37,1.17,1.77,4.9,0.34,1.17,1.8,6.06,0.37,1.21,218.47,27.28,207.47,29.66
1828, 19.05.2009 03:50,2.03,3.03,0.37,0.52,1.65,3,0.34,0.7,1.92,3.79,0.37,0.67,206.35,13.37,205.13,10.03
1829, 19.05.2009 04:00,1.59,3.79,0.37,0.95,1.21,3.38,0.34,0.95,1.25,3.41,0.37,0.96,215.08,20.08,213.3,20.15
1830, 19.05.2009 04:10,1.66,3.41,0.37,0.6,1.04,2.62,0.34,0.6,1.11,2.65,0.37,0.69,223.71,17.11,220.19,17.27
1831, 19.05.2009 04:20,2.32,3.79,0.75,0.63,1.74,3.76,0.34,0.88,1.75,3.79,0.37,0.82,215.52,13.98,214.34,13.82
1832, 19.05.2009 04:30,2.97,4.54,1.89,0.51,2.58,4.14,1.1,0.54,2.46,3.79,0.37,0.55,191.48,15.67,187.66,16.74
1833, 19.05.2009 04:40,2.46,3.41,1.51,0.32,1.99,3,0.72,0.38,2.19,3.03,1.13,0.38,158.88,10.13,150.34,10.76
1834, 19.05.2009 04:50,2.33,3.79,1.13,0.53,1.98,3.38,0.72,0.55,2.49,3.41,1.13,0.43,155.11,7.09,152.03,6.15
1835, 19.05.2009 05:00,2.7,3.41,1.89,0.3,2.56,3.38,1.86,0.31,2.77,3.41,2.27,0.27,170.7,5.88,170.78,5.79
1836, 19.05.2009 05:10,3.28,4.17,2.65,0.34,3.13,4.14,2.24,0.4,3.24,4.17,2.27,0.38,181.27,4.79,180.3,4.27
1837, 19.05.2009 05:20,2.55,3.41,1.51,0.48,2.1,3.38,0.34,0.67,2.05,3.41,0.37,0.74,178.05,4.26,177.72,4.7
1838, 19.05.2009 05:30,1.43,2.65,0.37,0.73,0.76,1.86,0.34,0.55,0.68,1.89,0.37,0.52,191.7,14.34,201.59,23.75
1839, 19.05.2009 05:40,0.58,1.51,0.37,0.34,0.34,0.34,0.34,0,0.38,1.13,0.37,0.1,285.21,29.39,294.52,16.74
1840, 19.05.2009 05:50,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,324.49,18.53,0.44,36.69
1841, 19.05.2009 06:00,0.56,1.89,0.37,0.39,0.35,1.1,0.34,0.07,0.37,0.37,0.37,0,79.3,66.42,114.87,55.44
1842, 19.05.2009 06:10,0.55,1.89,0.37,0.37,0.35,1.1,0.34,0.09,0.46,1.89,0.37,0.28,229.52,13,213.68,14.83
1843, 19.05.2009 06:20,0.39,1.13,0.37,0.1,0.34,0.34,0.34,0,0.37,0.37,0.37,0,221.45,0.12,200.78,0.13
1844, 19.05.2009 06:30,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,230.55,5.62,204.05,3.27
1845, 19.05.2009 06:40,0.37,0.37,0.37,0,0.34,0.34,0.34,0,0.37,0.37,0.37,0,234.03,0.2,207.34,0
1846, 19.05.2009 06:50,0.39,1.51,0.37,0.12,0.34,0.34,0.34,0,0.37,0.37,0.37,0,271.8,31.2,246.55,57.86
1847, 19.05.2009 07:00,1.18,2.65,0.37,0.7,0.72,3,0.34,0.59,0.86,3.03,0.37,0.65,254.57,27.78,251.34,32.02
1848, 19.05.2009 07:10,2.66,4.17,1.13,0.65,2.1,3.76,0.34,0.97,2.2,4.17,0.37,1.02,232.82,15.98,232.33,18.25
1849, 19.05.2009 07:20,2.03,3.79,0.37,0.76,1.57,3.38,0.34,0.86,1.67,3.41,0.37,0.79,235.06,19.48,233.56,16.92
1850, 19.05.2009 07:30,2.35,3.79,1.13,0.51,1.8,3.38,0.34,0.67,1.93,3.79,0.37,0.66,240.29,10.54,238.27,12.2
1851, 19.05.2009 07:40,1.75,3.03,0.37,0.5,1.02,2.62,0.34,0.62,1.34,2.65,0.37,0.54,243.74,12.08,244.29,13.24
1852, 19.05.2009 07:50,1.28,3.03,0.37,0.77,0.86,2.62,0.34,0.7,1.11,3.03,0.37,0.83,190.65,19.87,194.66,20.34
1853, 19.05.2009 08:00,1.98,3.41,1.13,0.44,1.37,3,0.34,0.56,1.85,3.79,0.37,0.6,167.25,18.62,169.37,17.34
1854, 19.05.2009 08:10,2.59,4.17,1.13,0.66,2.11,3.76,0.34,0.82,2.25,4.17,0.37,0.81,217.8,24.62,217.8,26.75
1855, 19.05.2009 08:20,2.48,4.54,0.37,0.83,2.17,4.14,0.34,0.92,2.14,4.54,0.37,0.99,213.36,23.72,212.44,26.13
1856, 19.05.2009 08:30,1.76,3.41,0.37,0.66,1.44,3.76,0.34,0.83,1.44,4.17,0.37,0.93,216.81,21.06,221.28,25.35
1857, 19.05.2009 08:40,1.94,3.41,0.37,0.62,1.62,3.38,0.34,0.72,1.64,3.79,0.37,0.64,234.9,12.74,234.31,14.31
1858, 19.05.2009 08:50,0.75,1.89,0.37,0.45,0.45,1.48,0.34,0.27,0.62,2.27,0.37,0.44,217.2,19.96,217.86,25.87
1859, 19.05.2009 09:00,0.42,1.89,0.37,0.21,0.34,0.34,0.34,0,0.37,0.37,0.37,0,272.27,42.95,271.38,39.99
1860, 19.05.2009 09:10,0.83,2.27,0.37,0.62,0.6,2.24,0.34,0.44,0.69,1.89,0.37,0.43,219,16.83,218.92,15.42
1861, 19.05.2009 09:20,1.31,2.27,0.37,0.49,1.14,2.24,0.34,0.47,1.25,2.65,0.37,0.61,193.35,15.62,191.38,16.59
1862, 19.05.2009 09:30,1.42,3.03,0.37,0.8,1.14,2.62,0.34,0.78,1.16,3.03,0.37,0.75,210.59,11.71,210.43,11.14
1863, 19.05.2009 09:40,0.95,3.03,0.37,0.66,0.8,2.62,0.34,0.63,0.92,2.65,0.37,0.67,196.82,19.19,215.11,22.12
1864, 19.05.2009 09:50,1.15,2.65,0.37,0.71,0.92,2.24,0.34,0.63,1.01,2.65,0.37,0.68,179.4,5.94,186.11,10.13
1865, 19.05.2009 10:00,2.02,3.03,1.13,0.39,1.74,3,0.34,0.51,1.8,3.03,0.37,0.52,170.02,11.25,171.21,9.32
1866, 19.05.2009 10:10,2.04,3.41,0.75,0.45,1.77,3.38,0.34,0.65,1.72,3.41,0.37,0.64,134.72,12.99,133.54,13.86
1867, 19.05.2009 10:20,1.27,2.27,0.37,0.55,0.85,2.24,0.34,0.55,1.03,2.65,0.37,0.58,168.84,19.64,167,23.72
1868, 19.05.2009 10:30,2.38,4.17,0.37,0.72,2.09,3.76,0.34,0.68,1.97,3.79,0.37,0.73,210.56,11.76,211.49,14.22
1869, 19.05.2009 10:40,1.78,5.3,0.37,1.05,1.57,4.52,0.34,1.02,1.56,4.17,0.37,0.91,196.19,21.34,204.65,17.56
1870, 19.05.2009 10:50,3.42,4.92,1.89,0.52,3.22,4.9,1.86,0.54,3.17,4.54,1.13,0.59,141.64,37.29,144.07,38.87
1871, 19.05.2009 11:00,3.27,5.68,1.13,0.72,3.1,5.28,1.48,0.67,3.04,4.92,1.13,0.65,108.27,26.67,108.33,27.59
1872, 19.05.2009 11:10,2.9,4.54,1.13,0.59,2.66,4.52,0.72,0.73,2.64,4.17,0.37,0.67,89.59,15.58,90.43,17.61
1873, 19.05.2009 11:20,2.59,4.17,1.13,0.6,2.29,3.76,0.34,0.6,2.39,3.79,0.37,0.62,132.16,37.06,131.84,38.47
1874, 19.05.2009 11:30,5.86,11,2.65,2.38,5.69,12.12,2.62,2.29,5.35,11,2.65,1.87,260.23,37.27,259.05,37.81
1875, 19.05.2009 11:40,9.1,13.27,3.79,2.26,9.18,14.4,3.38,2.67,8.26,12.89,2.65,2.44,324.77,9.25,325.72,10.68
1876, 19.05.2009 11:50,9.26,12.51,5.68,1.17,8.83,11.74,4.9,1.32,7.7,11.38,4.17,1.37,340.64,10.31,343.98,12.33
1877, 19.05.2009 12:00,8.52,11,5.68,1.13,8.11,10.98,5.28,1.13,7.55,10.62,4.17,1.26,0.45,12.5,2.62,10.79
1878, 19.05.2009 12:10,8.75,11,5.68,0.95,7.81,10.6,4.52,1.09,7.7,11,3.41,1.13,7.35,13.3,7.98,10.75
1879, 19.05.2009 12:20,8.65,11.76,5.68,1.17,7.73,10.98,4.14,1.24,7.11,9.86,3.79,1.13,7.04,5.91,11.74,8.39
1880, 19.05.2009 12:30,8.25,11,5.68,0.89,7.46,10.6,4.52,0.99,6.84,9.48,4.17,0.98,10.8,5.35,14.34,7.87
1881, 19.05.2009 12:40,8.16,11,4.54,1.29,7.8,10.98,4.14,1.38,7.3,10.62,3.79,1.34,16.08,8.65,16.86,9.91
1882, 19.05.2009 12:50,7.97,10.24,5.3,0.9,7.55,10.6,4.14,1.22,7.26,10.24,3.41,1.24,17.27,8.43,19.43,9.33
1883, 19.05.2009 13:00,7.57,9.48,4.17,0.91,7.33,9.84,3.76,1.03,6.85,9.1,3.79,1.03,24.88,8.12,24.77,8.35
1884, 19.05.2009 13:10,6.08,8.34,3.41,0.87,5.84,7.94,3.38,0.98,5.51,7.96,2.65,0.98,27.67,9.64,28.32,10.18
1885, 19.05.2009 13:20,5.59,7.96,3.41,0.8,5.2,7.18,3,0.86,5.03,7.2,3.03,0.8,22.19,10.65,23.41,11.4
1886, 19.05.2009 13:30,5.87,8.72,3.41,1.01,5.52,8.32,2.62,1.17,5.49,8.34,2.65,1.15,18.52,12.38,17.4,11.74
1887, 19.05.2009 13:40,4.98,6.44,3.03,0.66,4.58,6.42,2.62,0.73,4.34,6.44,2.27,0.75,25.87,10.26,26.45,11.18
1888, 19.05.2009 13:50,3.46,5.68,1.51,0.81,3.32,6.04,1.48,0.83,3.16,5.68,1.51,0.79,45.3,16.47,49.76,18.98
1889, 19.05.2009 14:00,4.84,9.48,1.89,1.67,4.48,9.46,1.48,1.87,4.45,9.48,1.51,1.75,86.81,12.6,87.59,11.34
1890, 19.05.2009 14:10,7.07,9.48,4.17,0.98,6.78,9.46,3.76,1.04,6.37,9.48,3.03,1.21,101.3,8.15,102.95,8.95
1891, 19.05.2009 14:20,7.56,10.24,5.3,0.83,7.23,9.08,4.52,0.85,6.67,8.72,3.41,0.89,105,7.46,107.78,8.14
1892, 19.05.2009 14:30,8.62,11.38,4.54,1.16,8.28,11.36,4.9,1.27,7.51,10.62,4.17,1.21,97.78,8.92,99.29,9.75
1893, 19.05.2009 14:40,8.45,11.38,5.3,0.99,8.08,10.6,5.28,1,7.48,10.24,4.92,1.01,87.9,7.41,88.06,8.1
1894, 19.05.2009 14:50,7.41,10.24,5.3,0.92,6.89,9.84,4.52,0.91,6.23,9.86,3.79,0.91,79.44,8.24,79.71,9.22
1895, 19.05.2009 15:00,7.35,9.48,4.54,0.92,6.77,9.08,4.52,0.93,6.19,9.48,4.17,0.88,74.94,6.96,74.53,8.04
1896, 19.05.2009 15:10,7.49,9.1,5.3,0.74,7.12,9.08,4.14,0.79,6.38,8.72,4.17,0.77,68.71,6.35,68.66,7.41
1897, 19.05.2009 15:20,7.01,9.1,4.92,0.71,6.56,9.08,4.9,0.73,5.73,8.72,3.79,0.79,60.96,5.48,61.56,6.56
1898, 19.05.2009 15:30,6.99,8.34,5.68,0.36,6.98,7.94,6.04,0.36,6.54,7.58,4.54,0.52,55.27,3,55.23,3.72
